date,temperature_c,precipitation_mm,rain_mm,snowfall_cm,cloud_cover_pct,wind_speed_kmh,sunshine_duration_s
2026-01-03 07:00:00,-0.2,0.3,0.0,0.21,99,15.5,0.0
2026-01-03 08:00:00,0.2,0.3,0.0,0.21,94,16.2,0.0
2026-01-03 09:00:00,0.8,0.9,0.0,0.63,68,16.8,0.0
2026-01-03 10:00:00,0.9,0.0,0.0,0.0,18,18.0,1158.46
2026-01-03 11:00:00,1.3,0.0,0.0,0.0,24,17.8,3600.0
2026-01-03 12:00:00,1.9,0.0,0.0,0.0,95,23.4,3600.0
2026-01-03 13:00:00,1.9,0.0,0.0,0.0,100,24.2,3287.06
2026-01-03 14:00:00,2.2,0.0,0.0,0.0,100,20.0,0.0
2026-01-03 15:00:00,1.9,0.1,0.0,0.07,32,18.4,0.0
2026-01-03 16:00:00,1.5,0.3,0.0,0.21,97,17.1,3600.0
2026-01-03 17:00:00,0.8,2.8,0.0,1.96,84,11.6,0.0
2026-01-03 18:00:00,0.5,0.0,0.0,0.0,95,13.8,0.0
2026-01-03 19:00:00,0.9,0.1,0.0,0.07,30,12.7,0.0
2026-01-03 20:00:00,0.4,0.0,0.0,0.0,24,13.7,0.0
2026-01-03 21:00:00,0.1,0.0,0.0,0.0,23,13.3,0.0
2026-01-03 22:00:00,0.0,0.0,0.0,0.0,16,12.4,0.0
2026-01-03 23:00:00,-0.6,0.0,0.0,0.0,56,11.8,0.0
2026-01-04 00:00:00,-0.1,0.0,0.0,0.0,34,12.3,0.0
2026-01-04 01:00:00,-0.2,0.0,0.0,0.0,28,12.5,0.0
2026-01-04 02:00:00,-0.6,0.0,0.0,0.0,46,12.6,0.0
2026-01-04 03:00:00,-0.5,0.0,0.0,0.0,45,13.5,0.0
2026-01-04 04:00:00,-0.8,0.0,0.0,0.0,58,14.5,0.0
2026-01-04 05:00:00,-0.8,0.0,0.0,0.0,30,15.6,0.0
2026-01-04 06:00:00,-1.4,0.0,0.0,0.0,5,14.6,0.0
2026-01-04 07:00:00,-1.6,0.0,0.0,0.0,66,15.2,0.0
2026-01-04 08:00:00,-1.7,0.0,0.0,0.0,30,14.4,0.0
2026-01-04 09:00:00,-2.0,0.0,0.0,0.0,8,14.1,0.0
2026-01-04 10:00:00,-1.2,0.0,0.0,0.0,5,14.5,1749.66
2026-01-04 11:00:00,0.2,0.0,0.0,0.0,9,17.3,3600.0
2026-01-04 12:00:00,1.1,0.0,0.0,0.0,16,14.5,3600.0
2026-01-04 13:00:00,2.2,0.0,0.0,0.0,59,17.4,3600.0
2026-01-04 14:00:00,2.5,0.0,0.0,0.0,39,17.8,3600.0
2026-01-04 15:00:00,2.2,0.0,0.0,0.0,29,14.0,3600.0
2026-01-04 16:00:00,1.2,0.0,0.0,0.0,16,10.8,3600.0
2026-01-04 17:00:00,-0.7,0.0,0.0,0.0,6,9.1,541.44
2026-01-04 18:00:00,-1.2,0.0,0.0,0.0,0,10.5,0.0
2026-01-04 19:00:00,-1.5,0.0,0.0,0.0,16,9.9,0.0
2026-01-04 20:00:00,-1.9,0.0,0.0,0.0,1,10.3,0.0
2026-01-04 21:00:00,-2.0,0.0,0.0,0.0,7,11.1,0.0
2026-01-04 22:00:00,-2.2,0.0,0.0,0.0,9,10.4,0.0
2026-01-04 23:00:00,-2.2,0.0,0.0,0.0,5,9.7,0.0
2026-01-05 00:00:00,-2.3,0.0,0.0,0.0,17,9.6,0.0
2026-01-05 01:00:00,-2.5,0.0,0.0,0.0,13,9.0,0.0
2026-01-05 02:00:00,-3.0,0.0,0.0,0.0,5,8.2,0.0
2026-01-05 03:00:00,-2.9,0.0,0.0,0.0,15,10.6,0.0
2026-01-05 04:00:00,-2.8,0.0,0.0,0.0,13,11.5,0.0
2026-01-05 05:00:00,-2.7,0.0,0.0,0.0,24,11.8,0.0
2026-01-05 06:00:00,-2.7,0.0,0.0,0.0,87,11.8,0.0
2026-01-05 07:00:00,-2.1,0.0,0.0,0.0,73,12.0,0.0
2026-01-05 08:00:00,-1.9,0.0,0.0,0.0,37,11.2,0.0
2026-01-05 09:00:00,-2.2,0.0,0.0,0.0,45,11.4,0.0
2026-01-05 10:00:00,-1.2,0.0,0.0,0.0,67,13.4,1774.98
2026-01-05 11:00:00,0.2,0.0,0.0,0.0,100,14.0,3357.66
2026-01-05 12:00:00,0.9,0.2,0.0,0.14,98,12.5,0.0
2026-01-05 13:00:00,0.6,0.3,0.0,0.21,98,10.7,0.0
2026-01-05 14:00:00,1.5,0.0,0.0,0.0,79,12.8,594.26
2026-01-05 15:00:00,1.7,0.0,0.0,0.0,93,10.9,3600.0
2026-01-05 16:00:00,1.0,0.0,0.0,0.0,88,9.0,3600.0
2026-01-05 17:00:00,-0.5,0.0,0.0,0.0,74,10.2,66.7
2026-01-05 18:00:00,-0.9,0.0,0.0,0.0,100,12.1,0.0
2026-01-05 19:00:00,0.1,0.0,0.0,0.0,75,13.1,0.0
2026-01-05 20:00:00,-0.3,0.0,0.0,0.0,86,12.3,0.0
2026-01-05 21:00:00,-0.6,0.0,0.0,0.0,77,11.1,0.0
2026-01-05 22:00:00,-0.5,0.1,0.0,0.07,91,8.2,0.0
2026-01-05 23:00:00,-0.8,0.0,0.0,0.0,84,11.1,0.0
2026-01-06 00:00:00,-0.4,0.0,0.0,0.0,59,11.0,0.0
2026-01-06 01:00:00,-0.9,0.0,0.0,0.0,47,8.7,0.0
2026-01-06 02:00:00,-1.5,0.0,0.0,0.0,10,6.8,0.0
2026-01-06 03:00:00,-1.8,0.0,0.0,0.0,57,7.0,0.0
2026-01-06 04:00:00,-1.2,0.0,0.0,0.0,77,7.8,0.0
2026-01-06 05:00:00,-0.6,0.0,0.0,0.0,69,8.4,0.0
2026-01-06 06:00:00,-0.8,0.1,0.0,0.07,66,8.1,0.0
2026-01-06 07:00:00,-1.0,0.0,0.0,0.0,13,7.4,0.0
2026-01-06 08:00:00,-1.6,0.0,0.0,0.0,2,7.6,0.0
2026-01-06 09:00:00,-1.8,0.0,0.0,0.0,1,8.9,0.0
2026-01-06 10:00:00,-0.8,0.0,0.0,0.0,2,10.5,1803.95
2026-01-06 11:00:00,0.5,0.0,0.0,0.0,0,9.9,3600.0
2026-01-06 12:00:00,1.5,0.0,0.0,0.0,0,9.6,3600.0
2026-01-06 13:00:00,1.9,0.0,0.0,0.0,12,10.8,3600.0
2026-01-06 14:00:00,2.0,0.0,0.0,0.0,6,10.2,3600.0
2026-01-06 15:00:00,2.0,0.0,0.0,0.0,0,10.9,3600.0
2026-01-06 16:00:00,0.9,0.0,0.0,0.0,0,7.6,3600.0
2026-01-06 17:00:00,-1.8,0.0,0.0,0.0,2,7.0,971.79
2026-01-06 18:00:00,-1.5,0.0,0.0,0.0,10,8.8,0.0
2026-01-06 19:00:00,-1.6,0.0,0.0,0.0,83,9.9,0.0
2026-01-06 20:00:00,-1.4,0.0,0.0,0.0,99,11.7,0.0
2026-01-06 21:00:00,-0.5,0.0,0.0,0.0,100,13.3,0.0
2026-01-06 22:00:00,0.0,0.0,0.0,0.0,100,15.6,0.0
2026-01-06 23:00:00,0.1,0.0,0.0,0.0,100,16.2,0.0
